method,__init__,1,25,,,,,
method,set_obstacle,1,3,,,,,
method,print_board,1,11,,,,,
method,reset,1,3,,,,,
class,Taxi_Env:,1,46,,6,,,
method,is_terminal,1,3,9,,,,
method,is_terminal,2,0,,,,,
method,__init__,2,13,,,,,
method,get_current_state,2,3,,,,,
method,get_possible_actions,2,16,,,,,3
method,do_action,2,17,,,,,
class,Q_Taxi_Agent():,2,59,,7,,,
method,reset,2,9,9.666666667,,,,
method,reset,3,0,,,,,
method,__init__,3,30,,,,,
method,run,3,12,,,,,
method,choose_action,3,11,,,,,
method,step,3,6,,,,,
method,getRewards,3,22,,,,,
class,Q_Taxi_Learning:,3,120,,8,,,
method,get_policy,3,38,17,,,,
