method,__init__,1,4,,,,,
method,start,1,3,,,,,
method,trap,1,3,,,,,
class,Gridworld:,1,17,,,5,,
method,end,1,6,,4,,,
method,end,2,0,,,,,
method,__init__,2,9,,,,,
method,__initdic__,2,8,,,,,3
method,run,2,17,,,,,
method,randomAction,2,4,,,,,
method,step,2,8,,,,,
class,Learner:,2,57,,,8,,
method,getRewards,2,10,,8,,,
method,getRewards,3,0,,,,,
method,__init__,3,10,,,,,
method,get_posible_actions,3,12,,,,,
method,forward,3,5,,,,,
method,back,3,5,,,,,
method,upward,3,5,,,,,
method,downward,3,5,,,,,
method,action,3,10,,,,,
method,reset,3,3,,,,,
method,getAction,3,11,,,,,
class,Agent:,3,79,,,12,,
method,main,3,12,,7.090909091,,,
