method,__init__,1,7,,,,,
method,get_current_state,1,3,,,,,
method,get_posible_actions,1,31,,,,,
method,get_start_state,1,3,,,,,
method,is_valid_action,1,3,,,,,
method,get_reward,1,3,,,,,
method,do_action,1,39,,,,,
method,set_current_state,1,4,,,,,2
method,is_game_over,1,3,,,,,
method,reset,1,10,,,12,,
class,GridWorld:,1,112,,10.09090909,,,
method,is_terminal,1,5,,,,,
method,is_terminal,2,0,,,,,
method,__init__,2,8,,,,,
method,get_action,2,4,,,,,
method,choose_action,2,13,,,,,
method,take_a_step,2,14,,,,,
method,get_value,2,6,,,,,
method,calculate_best_action,2,21,,,,,
method,action_function,2,7,,,,,
method,run_an_step,2,10,,,,,
method,show_values_on_the_board,2,8,,,,,
method,plot_policy,2,13,,,,,
class,Q_Learning():,2,110,,,13,,
method,main,2,5,,9.083333333,,,
